person_id,age,education_num,hours_per_week,capital_gain,capital_loss,occupation,native_country,workclass,marital_status,relationship,class,split,case_review_note,post_adjudication_risk_code,kyc_name_mismatch_flag,kyc_address_mismatch_flag,id_document_expired_flag,manual_review_required_flag,watchlist_screening_hit_flag,email_bounce_last_30d_flag,device_risk_high_flag,duplicate_application_flag,income_proof_unreadable_flag,extract_country_code,dataset_schema_version,constant_one,db_row_surrogate_key,db_source_table,db_etl_batch_id,db_loaded_at_utc,dgp_regime,record_written_at
89,61,3,15,2500.0,1887.0,Sales,US,Self-emp-not-inc,Never-married,Not-in-family,<=50K,train,income statement was received and review status is approved.,-0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000088,income_application_snapshot,batch_2026_02_19,2026-02-19 00:37:42,production_dgp,2026-01-01 11:08:44
90,65,6,31,0.0,2415.0,Exec-managerial,Germany,Private,Widowed,Unmarried,<=50K,train,income statement was received and review status is approved.,-0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000089,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:21,production_dgp,2026-01-01 05:54:38
91,42,8,15,2500.0,0.0,Prof-specialty,Germany,Local-gov,Separated,Other-relative,<=50K,train,application status is approved and verification is complete.,0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000090,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:13,training_dgp,2026-01-26 07:12:14
92,63,5,18,,0.0,Other-service,India,Private,Widowed,Own-child,<=50K,train,application status is approved and verification is complete.,0.011,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000091,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:17,training_dgp,2026-02-04 14:29:20
93,65,11,41,0.0,0.0,Other-service,Philippines,Private,Separated,Husband,<=50K,test,income statement was received and review status is approved.,0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000092,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:59,production_dgp,2026-01-08 02:18:46
94,40,15,29,15000.0,0.0,Exec-managerial,India,Self-emp-not-inc,Divorced,Not-in-family,>50K,train,income statement was received and review status is approved.,0.949,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000093,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:47,production_dgp,2026-01-07 18:10:41
95,69,4,19,15000.0,2415.0,Adm-clerical,Mexico,State-gov,Married-civ-spouse,Wife,<=50K,train,identity check is complete because documents are clear.,-0.02,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000094,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:17,training_dgp,2026-01-26 19:26:15
96,34,4,37,0.0,1887.0,Adm-clerical,Germany,Local-gov,Widowed,Husband,<=50K,train,employment verification is complete and documents are valid.,-0.02,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000095,income_application_snapshot,batch_2026_02_19,2026-02-19 00:49:24,production_dgp,2026-01-07 09:03:22
97,31,2,39,0.0,0.0,Prof-specialty,United-States,Federal-gov,Separated,Not-in-family,<=50K,train,income statement was received and review status is approved.,0.024,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000096,income_application_snapshot,batch_2026_02_19,2026-02-19 00:14:11,production_dgp,2026-01-03 08:09:36
98,56,11,69,0.0,1887.0,Prof-specialty,Philippines,Private,Married-civ-spouse,Unmarried,>50K,train,income statement was received and review status is approved.,0.983,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000097,income_application_snapshot,batch_2026_02_19,2026-02-19 00:42:53,training_dgp,2026-02-09 15:39:32
99,54,7,51,0.0,1887.0,Other-service,Germany,Federal-gov,Widowed,Husband,<=50K,train,application status is approved and verification is complete.,-0.038,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000098,income_application_snapshot,batch_2026_02_19,2026-02-19 00:28:23,training_dgp,2026-02-09 07:38:22
100,25,5,36,0.0,1887.0,Sales,Mexico,Local-gov,Separated,Unmarried,<=50K,train,identity check is complete because documents are clear.,0.014,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000099,income_application_snapshot,batch_2026_02_19,2026-02-19 00:01:14,training_dgp,2026-02-01 04:30:31
101,65,4,41,15000.0,1887.0,Exec-managerial,United-States,Local-gov,Separated,Not-in-family,<=50K,train,identity check is complete because documents are clear.,0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000100,income_application_snapshot,batch_2026_02_19,2026-02-19 00:24:36,training_dgp,2026-01-05 15:47:33
102,29,2,19,0.0,2415.0,Other-service,Canada,Federal-gov,Never-married,Unmarried,<=50K,train,employment verification is complete and documents are valid.,0.05,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000101,income_application_snapshot,batch_2026_02_19,2026-02-19 00:23:02,training_dgp,2026-01-14 02:36:38
103,63,8,36,0.0,2415.0,Sales,Canada,Local-gov,Never-married,Not-in-family,<=50K,test,application status is approved and verification is complete.,-0.028,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000102,income_application_snapshot,batch_2026_02_19,2026-02-19 00:57:52,production_dgp,2026-02-06 01:18:13
104,18,11,46,7500.0,0.0,Sales,Germany,Private,Never-married,Own-child,>50K,train,identity check is complete because documents are clear.,0.996,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000103,income_application_snapshot,batch_2026_02_19,2026-02-19 00:40:15,training_dgp,2026-02-09 17:29:19
105,63,4,16,0.0,0.0,Adm-clerical,Mexico,Self-emp-not-inc,Married-civ-spouse,Own-child,<=50K,train,employment verification is complete and documents are valid.,-0.021,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000104,income_application_snapshot,batch_2026_02_19,2026-02-19 00:23:53,training_dgp,2026-01-05 20:46:09
106,62,1,65,0.0,2415.0,Sales,Mexico,Federal-gov,Divorced,Not-in-family,<=50K,test,identity check is complete because documents are clear.,-0.021,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000105,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:18,production_dgp,2026-01-25 05:09:29
107,62,8,43,0.0,1887.0,Other-service,India,Private,Married-civ-spouse,Wife,<=50K,train,income statement was received and review status is approved.,-0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000106,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:13,training_dgp,2026-02-04 18:47:42
108,55,11,58,15000.0,0.0,Other-service,Germany,Federal-gov,Divorced,Not-in-family,>50K,train,employment verification is complete and documents are valid.,0.978,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000107,income_application_snapshot,batch_2026_02_19,2026-02-19 00:50:06,production_dgp,2026-01-03 05:19:56
109,44,6,30,,1887.0,Adm-clerical,Philippines,State-gov,Never-married,Unmarried,<=50K,train,income statement was received and review status is approved.,0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000108,income_application_snapshot,batch_2026_02_19,2026-02-19 00:47:12,production_dgp,2026-02-05 14:45:49
110,58,4,60,15000.0,0.0,Adm-clerical,India,Local-gov,Separated,Wife,<=50K,train,application status is approved and verification is complete.,0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000109,income_application_snapshot,batch_2026_02_19,2026-02-19 00:52:54,training_dgp,2026-01-01 23:41:46
111,33,3,35,15000.0,0.0,Prof-specialty,United-States,Self-emp-not-inc,Never-married,Husband,<=50K,train,address verification is complete and customer information is consistent.,-0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000110,income_application_snapshot,batch_2026_02_19,2026-02-19 00:28:14,training_dgp,2026-01-26 16:56:23
112,62,12,66,0.0,0.0,Exec-managerial,US,Federal-gov,Never-married,Husband,>50K,train,address verification is complete and customer information is consistent.,1.025,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000111,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:14,training_dgp,2026-01-06 23:04:49
113,49,13,43,0.0,,Craft-repair,Canada,Private,Married-civ-spouse,Not-in-family,>50K,train,address verification is complete and customer information is consistent.,1.011,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000112,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:31,production_dgp,2026-01-09 09:22:32
114,44,12,50,500.0,0.0,Sales,United-States,State-gov,Never-married,Own-child,>50K,train,identity check is complete because documents are clear.,1.017,1,0,0,0,0,0,0,0,0,US,v1.0,1,10000113,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:15,training_dgp,2026-02-03 18:52:04
115,46,8,26,0.0,2415.0,Craft-repair,Germany,Self-emp-not-inc,Married-civ-spouse,Not-in-family,<=50K,train,application status is approved and verification is complete.,0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000114,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:01,production_dgp,2026-01-29 17:27:45
116,50,11,69,15000.0,0.0,Prof-specialty,United-States,Self-emp-not-inc,Never-married,Unmarried,>50K,train,identity check is complete because documents are clear.,1.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000115,income_application_snapshot,batch_2026_02_19,2026-02-19 00:28:49,training_dgp,2026-02-04 17:11:30
117,20,6,25,2500.0,1887.0,robotics_annotator,India,Private,Divorced,Other-relative,<=50K,test,address verification is complete and customer information is consistent.,0.019,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000116,income_application_snapshot,batch_2026_02_19,2026-02-19 00:36:30,training_dgp,2026-01-28 15:01:52
118,25,1,16,7500.0,2415.0,Craft-repair,Germany,Local-gov,Separated,Wife,<=50K,test,income statement was received and review status is approved.,-0.023,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000117,income_application_snapshot,batch_2026_02_19,2026-02-19 00:16:55,production_dgp,2026-01-07 09:18:21
119,31,6,39,0.0,2415.0,Exec-managerial,India,Private,Divorced,Husband,<=50K,test,income statement was received and review status is approved.,-0.013,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000118,income_application_snapshot,batch_2026_02_19,2026-02-19 00:35:40,training_dgp,2026-01-04 01:09:46
120,24,11,60,7500.0,1977.0,Prof-specialty,Germany,Private,Married-civ-spouse,Unmarried,>50K,train,identity check is complete because documents are clear.,1.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000119,income_application_snapshot,batch_2026_02_19,2026-02-19 00:34:34,training_dgp,2026-02-06 13:44:47
121,43,10,65,0.0,0.0,Other-service,India,Self-emp-not-inc,Separated,Husband,<=50K,train,income statement was received and review status is approved.,0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000120,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:19,training_dgp,2026-02-06 10:40:22
122,56,15,62,0.0,1977.0,Other-service,Germany,Local-gov,Divorced,Not-in-family,>50K,train,identity check is complete because documents are clear.,0.972,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000121,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:02,training_dgp,2026-01-30 18:01:51
123,55,15,45,2500.0,,Craft-repair,India,Federal-gov,Separated,Wife,>50K,test,income statement was received and review status are aproved.,1.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000122,income_application_snapshot,batch_2026_02_19,2026-02-19 00:16:24,production_dgp,2026-01-12 10:46:00
124,44,4,,0.0,0.0,Craft-repair,Germany,Federal-gov,Widowed,Own-child,<=50K,train,employment verification is complete and documents are valid.,0.029,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000123,income_application_snapshot,batch_2026_02_19,2026-02-19 00:19:05,training_dgp,2026-01-30 21:12:43
125,66,1,42,0.0,2415.0,Marine electronics technician,Philippines,Local-gov,Married-civ-spouse,Husband,<=50K,train,application status is approved and verification is complete.,0.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000124,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:58,training_dgp,2026-02-03 19:18:00
126,50,5,41,7500.0,2415.0,Craft-repair,India,Local-gov,Widowed,Husband,<=50K,test,address verification is complete and customer information is consistent.,-0.014,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000125,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:19,training_dgp,2026-01-14 16:37:03
127,-2,14,24,500.0,2415.0,Sales,Mexico,State-gov,Widowed,Wife,>50K,train,application status is approved and verification is complete.,1.017,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000126,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:50,training_dgp,2026-01-30 13:41:26
128,61,13,58,0.0,0.0,Adm-clerical,Philippines,Self-emp-not-inc,Divorced,Own-child,>50K,train,income statement was received and review status is approved.,0.992,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000127,income_application_snapshot,batch_2026_02_19,2026-02-19 00:23:05,training_dgp,2026-02-02 13:36:03
129,112,2,32,0.0,0.0,Sales,Germany,State-gov,Married-civ-spouse,Wife,<=50K,train,income statement was received and review status is approved.,0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000128,income_application_snapshot,batch_2026_02_19,2026-02-19 00:08:59,training_dgp,2026-01-13 12:00:39
130,54,3,25,2500.0,1977.0,Sales,Philippines,State-gov,Never-married,Own-child,<=50K,train,application status is approved and verification is complete.,0.022,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000129,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:15,training_dgp,2026-01-20 18:23:52
131,State-gov,9,35,15000.0,1887.0,Husband,India,Never-married,Prof-specialty,50,<=50K,train,address verification is complete and customer information is consistent.,0.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000130,income_application_snapshot,batch_2026_02_19,2026-02-19 00:19:24,training_dgp,2026-01-29 06:13:44
132,49,10,48,7500.0,1977.0,Adm-clerical,India,Federal-gov,Divorced,Husband,<=50K,train,employment verification is complete and documments are valid.,-0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000131,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:53,training_dgp,2026-02-09 22:47:44
133,23,15,29,,0.0,Exec-managerial,United-States,Self-emp-not-inc,Separated,Unmarried,>50K,train,employment verification is complete and documents are valid.,0.99,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000132,income_application_snapshot,batch_2026_02_19,2026-02-19 00:07:43,training_dgp,2026-01-03 10:08:01
134,49,12,34,0.0,,Craft-repair,Germany,Private,Divorced,Unmarried,>50K,train,application status is approved and verification is complete.,1.03,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000133,income_application_snapshot,batch_2026_02_19,2026-02-19 00:19:31,production_dgp,2026-01-17 09:29:58
135,63,4,33,0.0,2415.0,Prof-specialty,Philippines,Local-gov,Never-married,Unmarried,<=50K,train,employment verification is complete and documents are valid.,-0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000134,income_application_snapshot,batch_2026_02_19,2026-02-19 00:50:46,production_dgp,2026-01-18 04:36:40
136,35,1,47,0.0,1887.0,Exec-managerial,Germany,Self-emp-not-inc,Married-civ-spouse,Other-relative,<=50K,test,identity check is complete because documents are clear.,-0.06,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000135,income_application_snapshot,batch_2026_02_19,2026-02-19 00:47:07,production_dgp,2026-01-02 09:01:23
137,52,10,54,0.0,2415.0,Prof-specialty,Mexico,Private,Widowed,Unmarried,<=50K,test,income statement was received and review status is approved.,0.009,0,0,0,0,0,1,0,0,0,US,v1.0,1,10000136,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:05,production_dgp,2026-01-16 15:52:04
138,19,9,52,0.0,2415.0,Prof-specialty,India,Private,Widowed,Husband,<=50K,train,employment verification is complete and documents are valid.,-0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000137,income_application_snapshot,batch_2026_02_19,2026-02-19 00:17:45,training_dgp,2026-01-08 20:15:29
139,37,14,22,,0.0,Adm-clerical,India,Local-gov,Married-civ-spouse,Unmarried,>50K,train,employment verification is complete and documents are valid.,0.994,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000138,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:48,training_dgp,2026-01-24 11:15:08
140,42,9,34,15000.0,0.0,Craft-repair,United-States,Federal-gov,Never-married,Wife,>50K,train,application status is approved and verification is complete.,1.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000139,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:51,training_dgp,2026-02-01 00:32:55
141,74,8,50,0.0,2415.0,Exec-managerial,United-States,Self-emp-not-inc,Widowed,Unmarried,<=50K,train,income statement was received and review status is approved.,-0.037,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000140,income_application_snapshot,batch_2026_02_19,2026-02-19 00:35:52,production_dgp,2026-02-02 14:24:00
142,-3,5,26,0.0,1977.0,Craft-repair,India,Local-gov,Never-married,Not-in-family,<=50K,train,income statement was received and review status is approved.,0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000141,income_application_snapshot,batch_2026_02_19,2026-02-19 00:19:42,production_dgp,2026-02-06 00:04:51
143,33,2,18,0.0,1887.0,Prof-specialty,Canada,Private,Separated,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,-0.03,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000142,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:20,training_dgp,2026-02-05 22:49:00
144,41,14,32,,,Craft-repair,Philippines,Private,Divorced,Other-relative,>50K,train,income statement was received and review status is approved.,0.985,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000143,income_application_snapshot,batch_2026_02_19,2026-02-19 00:23:56,training_dgp,2026-01-04 02:16:20
145,74,13,52,0.0,0.0,Sales,Philippines,State-gov,Separated,Unmarried,>50K,train,employment verfication is complete and documents are valid.,1.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000144,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:19,production_dgp,2026-01-25 08:42:10
146,66,3,51,15000.0,0.0,Adm-clerical,Germany,State-gov,Widowed,Other-relative,>50K,test,application status is approved and verification is complete.,0.975,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000145,income_application_snapshot,batch_2026_02_19,2026-02-19 00:38:54,training_dgp,2026-01-04 10:14:10
147,19,11,22,0.0,0.0,Sales,Philippines,Private,Never-married,Not-in-family,>50K,train,identity check is complete because documents are clear.,0.975,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000146,income_application_snapshot,batch_2026_02_19,2026-02-19 00:16:42,training_dgp,2026-02-02 06:25:00
148,31,6,52,2500.0,0.0,Craft-repair,Germany,Local-gov,Separated,Other-relative,<=50K,test,identity check is complete because documents are clear.,0.007,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000147,income_application_snapshot,batch_2026_02_19,2026-02-19 00:54:53,training_dgp,2026-01-16 21:41:05
149,64,7,25,0.0,0.0,Prof-specialty,Canada,Local-gov,Divorced,Husband,<=50K,train,application status is approved and verification is complete.,0.011,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000148,income_application_snapshot,batch_2026_02_19,2026-02-19 00:04:47,production_dgp,2026-01-20 09:44:16
150,21,13,55,500.0,0.0,Other-service,Philippines,Private,Never-married,Own-child,<=50K,train,application status is approved and verification is complete.,-0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000149,income_application_snapshot,batch_2026_02_19,2026-02-19 00:01:47,training_dgp,2026-01-08 15:17:47
151,66,13,46h,15000.0,0.0,Exec-managerial,Philippines,Self-emp-not-inc,Married-civ-spouse,Unmarried,>50K,train,income statement was received and review status is approved.,1.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000150,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:00,training_dgp,2026-01-02 23:40:34
152,34,3,21,7500.0,1977.0,Sales,Mexico,Federal-gov,Separated,Other-relative,<=50K,train,application status is approved and verification is complete.,0.081,0,0,0,0,0,0,0,0,0,US,v1.0,1,10000151,income_application_snapshot,batch_2026_02_19,2026-02-19 00:12:04,training_dgp,2026-01-10 11:36:24
