store_id,date,inventory_units,promotion_discount_pct,store_traffic_index,sales,demand_pressure_index,inventory_after_restock,full_price_pct,ops_shift_note,macro_cost_index,legacy_channel_share,store_type,manual_override_flag,workflow_route_code
7,2023-01-04,466,24.15,1.0385,216.0,1.0059,626.0,75.85,manual check is complete and discount application is confirmed.,111.16,68.42,,0,AUTO_PASS
8,2023-01-04,496,9.92,1.0288,156.0,1.035,588.0,90.08,manual check is complete and discount application is confirmed.,111.22,68.39,,0,AUTO_PASS
9,2023-01-04,398,5.41,0.8872,182.0,1.0173,345.0,94.59,shift handover is complete and stock information is consistent.,111.28,68.36,,0,AUTO_PASS
10,2023-01-04,352,11.41,1.1725,292.0,1.0088,410.0,88.59,manual check is complete and discount application is confirmed.,111.34,68.33,,0,AUTO_PASS
11,2023-01-04,391,7.09,1.1205,165.0,1.0175,642.0,92.91,inventory update is complete and promotion status is approved.,111.4,68.3,,0,AUTO_PASS
12,2023-01-04,448,27.63,1.0388,311.0,0.9868,544.0,72.37,shift handover is complete and stock information is consistent.,111.46,68.27,,0,AUTO_PASS
13,2023-01-04,256,17.56,0.9021,242.0,1.0084,607.0,82.44,shift handover is complete and stock information is consistent.,111.52,68.24,,0,AUTO_PASS
14,2023-01-04,372,,1.1803,326.0,1.0305,607.0,,manual check is complete and discount application is confirmed.,111.58,68.21,,0,AUTO_PASS
15,2023-01-04,513,6.44,1.0598,203.0,1.0178,428.0,93.56,inventory update is complete and promotion status is approved.,111.64,68.18,,0,AUTO_PASS
16,2023-01-04,-300,5.44,1.0318,141.0,1.0161,569.0,94.56,shift handover is complete and stock information is consistent.,111.7,68.15,,0,AUTO_PASS
17,2023-01-04,327,,1.0348,166.0,1.0136,522.0,,inventory update is complete and promotion status is approved.,111.76,68.12,,0,AUTO_PASS
18,2023-01-04,414,23.19,0.9541,327.0,0.9778,311.0,76.81,manual check is complete and discount application is confirmed.,111.82,68.09,,0,AUTO_PASS
19,2023-01-04,237,,0.9982,343.0,1.0029,550.0,,inventory update is complete and promotion status is approved.,111.88,68.06,,0,AUTO_PASS
20,2023-01-04,561,31.25,0.9582,241.0,0.9625,763.0,68.75,manual check is complete and discount application is confirmed.,111.94,68.03,,0,AUTO_PASS
21,2023-01-04,407,15.93,0.9994,129.0,1.0097,441.0,84.07,shift handover is complete and stock information is consistent.,112.0,68.0,,0,AUTO_PASS
22,2023-01-04,741,1.1,1.0728,303.0,0.9842,324.0,98.9,shift handover is complete and stock information is consistent.,112.06,67.97,,0,AUTO_PASS
23,2023-01-04,498,36.18,0.8939,114.0,0.9896,591.0,63.82,shift handover is complete and stock information is consistent.,112.12,67.94,,0,AUTO_PASS
24,2023-01-04,428,2.48,0.9731,178.0,0.9541,348.0,97.52,pricing verification was completed because store traffic is stable.,112.18,67.91,,0,AUTO_PASS
25,2023-01-04,386,10.06,0.6591,115.0,0.9796,420.0,89.94,shift handover is complete and stock information is consistent.,112.24,67.88,,0,AUTO_PASS
26,2023-01-04,382,13.56,0.9527,246.0,0.9834,556.0,86.44,manual check is complete and discount application is confirmed.,112.3,67.85,,0,AUTO_PASS
27,2023-01-04,427,36.19,1.0399,363.0,1.0219,679.0,63.81,shift handover is complete and stock information is consistent.,112.36,67.82,,0,AUTO_PASS
28,2023-01-04,489,50.79,1.1167,313.0,1.0332,570.0,49.21,manual check is complete and discount application is confirmed.,112.42,67.79,,0,AUTO_PASS
29,2023-01-04,576,13.38,1.0455,207.0,0.9909,464.0,86.62,manual check is complete and discount application is confirmed.,112.48,67.76,,0,AUTO_PASS
30,2023-01-04,428,3.34,0.9801,253.0,0.9698,557.0,96.66,pricing verification were completed becuase store traffic is stable.,112.54,67.73,,0,AUTO_PASS
31,2023-01-04,192,28.55,0.8834,111.0,0.9959,399.0,71.45,manual check is complete and discount application is confirmed.,112.6,67.7,,0,AUTO_PASS
32,2023-01-04,540,12.31,0.8641,291.0,1.0406,459.0,87.69,manual check is complete and discount application is confirmed.,112.66,67.67,,0,AUTO_PASS
33,2023-01-04,520,16.37,0.9681,194.0,0.9846,507.0,83.63,pricing verification was completed because store traffic is stable.,112.72,67.64,,0,AUTO_PASS
34,2023-01-04,540,29.24,0.9542,163.0,1.0001,459.0,70.76,inventory update is complete and promotion status is approved.,112.78,67.61,,0,AUTO_PASS
35,2023-01-04,405,20.09,1.1884,423.0,0.9854,593.0,79.91,manual check is complete and discount application is confirmed.,112.84,67.58,,1,MANUAL_REVIEW
36,2023-01-04,408,18.43,1.0694,275.0,0.9874,464.0,81.57,inventory update is complete and promotion status is approved.,112.9,67.55,,0,AUTO_PASS
37,2023-01-04,445,19.12,1.0317,,1.0067,312.0,80.88,manual check is complete and discount application is confirmed.,112.96,67.52,,0,AUTO_PASS
38,2023-01-04,478,20.68,1.2015,237.0,1.0044,456.0,79.32,pricing verification was completed because store traffic is stable.,113.02,67.49,,0,AUTO_PASS
39,2023-01-04,496,15.03,1.1052,216.0,1.0197,603.0,84.97,shift handover is complete and stock information is consistent.,113.08,67.46,,0,AUTO_PASS
40,2023-01-04,503,17.68,0.9813,222.0,0.9816,581.0,82.32,shift handover is complete and stock information is consistent.,113.14,67.43,,0,AUTO_PASS
41,2023-01-04,556,6.64,1.0008,319.0,1.021,553.0,93.36,inventory update is complete and promotion status is approved.,113.2,67.4,,0,AUTO_PASS
42,2023-01-04,633,2.57,1.0021,166.0,1.0598,277.0,97.43,inventory update is complete and promotion status is approved.,113.26,67.37,,0,AUTO_PASS
43,2023-01-04,465,10.25,,247.0,0.9924,491.0,89.75,shift handover is complete and stock information is consistent.,113.32,67.34,,0,AUTO_PASS
44,2023-01-04,630,29.68,0.9911,353.0,1.0066,569.0,70.32,manual check are complete and discount application is confirmed.,113.38,67.31,,0,AUTO_PASS
45,2023-01-04,644,13.76,0.9676,238.0,0.9985,627.0,86.24,pricing verification was completed because store traffic is stable.,113.44,67.28,,0,AUTO_PASS
46,2023-01-04,211,8.17,0.9978,230.0,0.9978,372.0,91.83,pricing verification was completed because store traffic is stable.,113.5,67.25,,0,AUTO_PASS
47,2023-01-04,517,12.6,0.9952,161.0,1.0007,447.0,87.4,inventory update is complete and promotion status is approved.,113.56,67.22,,0,AUTO_PASS
48,2023-01-04,518,2.15,0.9197,196.0,0.9845,458.0,97.85,inventory update is complete and promotion status is approved.,113.62,67.19,,0,AUTO_PASS
49,2023-01-04,379,12.23,0.9143,281.0,1.0113,243.0,87.77,manual check is complete and discount application is confirmed.,113.68,67.16,,0,AUTO_PASS
50,2023-01-04,479,6.17,0.8929,185.0,0.9813,396.0,93.83,shift handover is complete and stock information is consistent.,113.74,67.13,,0,AUTO_PASS
51,2023-01-04,489,35.7,1.1077,380.0,1.0105,574.0,64.3,shift handover is complete and stock information is consistent.,113.8,67.1,,1,MANUAL_REVIEW
52,2023-01-04,529,27.95,1.0514,286.0,1.013,647.0,72.05,inventory update is complete and promotion status is approved.,113.86,67.07,,0,AUTO_PASS
53,2023-01-04,496,21.08,0.924,325.0,1.0066,519.0,78.92,pricing verification was completed because store traffic is stable.,113.92,67.04,,0,AUTO_PASS
54,2023-01-04,543,13.49,1.0269,261.0,1.0129,269.0,86.51,shift handover is complete and stock information is consistent.,113.98,67.01,,0,AUTO_PASS
55,2023-01-04,432,11.15,0.9928,218.0,0.9949,625.0,88.85,shift handover is complete and stock information is consistent.,114.04,66.98,,0,AUTO_PASS
56,2023-01-04,499,10.93,0.9778,224.0,0.9724,418.0,89.07,shift handover is complete and stock information is consistent.,114.1,66.95,,0,AUTO_PASS
57,2023-01-04,531,4.49,1.0662,274.0,0.9924,357.0,95.51,inventory update is complete and promotion status is approved.,114.16,66.92,,0,AUTO_PASS
58,2023-01-04,419,3.09,0.9901,309.0,0.9993,505.0,96.91,shift handover is complete and stock information is consistent.,114.22,66.89,,0,AUTO_PASS
59,2023-01-04,599,17.44,1.0175,199.0,1.0035,525.0,82.56,manual check is complete and discount application is confirmed.,114.28,66.86,,0,AUTO_PASS
60,2023-01-04,608,16.72,0.9923,209.0,1.0443,531.0,83.28,shift handover is complete and stock information is consistent.,114.34,66.83,,0,AUTO_PASS
1,2023-01-05,528,3.36,1.1833,299.0,1.0019,608.0,96.64,inventory update is complete and promotion status is approved.,114.4,66.8,,0,AUTO_PASS
2,2023-01-05,416,23.38,1.0144,347.0,0.9832,359.0,76.62,pricing verification was completed because store traffic is stable.,114.46,66.77,,0,AUTO_PASS
3,2023-01-05,403,34.76,0.9978,272.0,1.0042,401.0,65.24000000000001,inventory update is complete and promotion status is approved.,114.52,66.74,,0,AUTO_PASS
4,2023-01-05,572,33.04,,233.0,0.9956,429.0,66.96000000000001,pricing verification was completed because store traffic is stable.,114.58,66.71,,0,AUTO_PASS
5,2023-01-05,406,27.06,0.9417,266.0,0.9761,466.0,72.94,inventory update is complete and promotion status is approved.,114.64,66.68,,0,AUTO_PASS
6,2023-01-05,271,20.87,,297.0,1.0128,532.0,79.13,shift handover is complete and stock information is consistent.,114.7,66.65,,0,AUTO_PASS
7,2023-01-05,626,26.22,1.0505,241.0,1.0227,515.0,73.78,pricing verification was completed because store traffic is stable.,114.76,66.62,,0,AUTO_PASS
8,2023-01-05,588,7.71,0.9885,167.0,0.9916,655.0,92.29,pricing verification was completed because store traffic is stable.,114.82,66.59,,0,AUTO_PASS
9,2023-01-05,345,7.44,1.0047,232.0,1.0174,323.0,92.56,pricing verification was completed because store traffic is stable.,114.88,66.56,,0,AUTO_PASS
10,2023-01-05,410,15.57,1.0834,256.0,1.0034,431.0,84.43,inventory update is complete and promotion status is approved.,114.94,66.53,,0,AUTO_PASS
11,2023-01-05,642,43.61,0.9147,220.0,1.0109,407.0,56.39,inventory update is complete and promotion status is approved.,115.0,66.5,,0,AUTO_PASS
12,2023-01-05,544,11.69,0.9678,244.0,0.9975,686.0,88.31,inventory update is complete and promotion status is approved.,115.06,66.47,,0,AUTO_PASS
13,2023-01-05,607,32.27,1.0056,333.0,0.9984,537.0,67.72999999999999,manual check is complete and discount application is confirmed.,115.12,66.44,,0,AUTO_PASS
14,2023-01-05,607,3.26,0.8516,211.0,1.0095,564.0,96.74,shift handover is complete and stock information is consistent.,115.18,66.41,,0,AUTO_PASS
15,2023-01-05,428,25.25,1.0062,223.0,1.0315,622.0,74.75,shift handover is complete and stock information is consistent.,115.24,66.38,,0,AUTO_PASS
16,2023-01-05,569,10.02,0.9668,189.0,0.9945,596.0,89.98,pricing verification was completed because store traffic is stable.,115.3,66.35,,0,AUTO_PASS
17,2023-01-05,522,14.61,1.0126,243.0,0.9968,634.0,85.39,pricing verification was completed because store traffic is stable.,115.36,66.32,,0,AUTO_PASS
18,2023-01-05,311,33.31,1.1354,,0.9853,543.0,66.69,pricing verification was completed because store traffic is stable.,115.42,66.29,,0,AUTO_PASS
19,2023-01-05,550,12.04,1.0802,363.0,0.9882,472.0,87.96000000000001,manual check is complete and discount application is confirmed.,115.48,66.26,,0,AUTO_PASS
20,2023-01-05,763,35.47,0.9437,279.0,0.9855,521.0,64.53,shift handover is complete and stock information is consistent.,115.54,66.23,,0,AUTO_PASS
21,2023-01-05,441,5.46,1.0824,124.0,1.0044,443.0,94.54,manual check is complete and discount application is confirmed.,115.6,66.2,,0,AUTO_PASS
22,2023-01-05,324,,1.037,324.0,0.9933,383.0,,inventory update is complete and promotion status is approved.,115.66,66.17,,0,AUTO_PASS
23,2023-01-05,591,21.24,1.2095,148.0,0.9336,557.0,78.76,pricing verification was completed because store traffic is stable.,115.72,66.14,,0,AUTO_PASS
24,2023-01-05,348,10.7,0.9008,204.0,0.9865,610.0,89.3,inventory update is complete and promotion status is approved.,115.78,66.11,,0,AUTO_PASS
25,2023-01-05,420,9.95,1.0443,291.0,1.0132,338.0,90.05,inventory update is complete and promotion status is approved.,115.84,66.08,,0,AUTO_PASS
26,2023-01-05,556,3.72,0.8785,111.0,1.0169,368.0,96.28,shift handover is complete and stock information is consistent.,115.9,66.05,,0,AUTO_PASS
27,2023-01-05,679,18.12,0.9175,215.0,0.9935,385.0,81.88,shift handover is complete and stock information is consistent.,115.96,66.02,,0,AUTO_PASS
28,2023-01-05,570,9.6,0.967,193.0,0.9843,285.0,90.4,manual check is complete and discount application is confirmed.,116.02,65.99,,0,AUTO_PASS
29,2023-01-05,464,22.25,0.972,187.0,0.9542,328.0,77.75,shift handover is complete and stock information is consistent.,116.08,65.96,,0,AUTO_PASS
30,2023-01-05,557,7.74,1.2515,237.0,1.0033,458.0,92.26,shift handover is complete and stock information is consistent.,116.14,65.93,,0,AUTO_PASS
31,2023-01-05,399,13.23,1.0149,149.0,0.99,551.0,86.77,manual check is complete and discount application is confirmed.,116.2,65.9,,0,AUTO_PASS
32,2023-01-05,459,15.49,0.9861,349.0,1.0182,466.0,84.51,pricing verification was completed because store traffic is stable.,116.26,65.87,,0,AUTO_PASS
33,2023-01-05,507,19.46,0.9874,306.0,0.9677,570.0,80.53999999999999,shift handover is complete and stock information is consistent.,116.32,65.84,,0,AUTO_PASS
34,2023-01-05,459,13.43,1.1605,238.0,0.9823,592.0,86.57,inventory update is complete and promotion status is approved.,116.38,65.81,,0,AUTO_PASS
35,2023-01-05,593,40.96,0.9867,,1.0091,491.0,59.04,pricing verification was completed because store traffic is stable.,116.44,65.78,,0,AUTO_PASS
36,2023-01-05,464,34.81,0.8982,234.0,0.97,349.0,65.19,pricing verification was completed because store traffic is stable.,116.5,65.75,,0,AUTO_PASS
37,2023-01-05,312,,1.0242,309.0,0.9885,518.0,,manual check is complete and discount application is confirmed.,116.56,65.72,,0,AUTO_PASS
38,2023-01-05,456,26.11,1.0909,229.0,0.988,595.0,73.89,shift handover is complete and stock information is consistent.,116.62,65.69,,0,AUTO_PASS
39,2023-01-05,603,18.88,0.9991,147.0,1.0125,350.0,81.12,pricing verification was completed because store traffic is stable.,116.68,65.66,,0,AUTO_PASS
40,2023-01-05,581,28.62,1.3267,320.0,1.0156,456.0,71.38,pricing verification was completed because store traffic is stable.,116.74,65.63,,0,AUTO_PASS
41,2023-01-05,553,26.91,1.0501,356.0,0.993,415.0,73.09,inventory update is complete and promotion status is approved.,116.8,65.6,,0,AUTO_PASS
42,2023-01-05,277,23.37,1.1135,304.0,1.011,407.0,76.63,inventory update is complete and promotion status is approved.,116.86,65.57,,0,AUTO_PASS
43,2023-01-05,491,3.11,1.0686,259.0,1.0083,394.0,96.89,inventory update is complete and promotion status is approved.,116.92,65.54,,0,AUTO_PASS
44,2023-01-05,569,23.23,0.9422,304.0,0.9898,394.0,76.77,pricing verification was completed because store traffic is stable.,116.98,65.51,,0,AUTO_PASS
45,2023-01-05,627,19.7,1.075,304.0,1.0206,570.0,80.3,inventory update is complete and promotion status is approved.,117.04,65.48,,0,AUTO_PASS
46,2023-01-05,372,,0.8988,242.0,1.0049,522.0,,inventory update is complete and promotion status is approved.,117.1,65.45,,0,AUTO_PASS
47,2023-01-05,447,8.2,0.8847,90.0,0.9976,665.0,91.8,shift handover is complete and stock information is consistent.,117.16,65.42,,0,AUTO_PASS
48,2023-01-05,458,14.26,1.0335,268.0,1.0239,415.0,85.74,shift handover is complete and stock information is consistent.,117.22,65.39,,0,AUTO_PASS
49,2023-01-05,243,,1.1912,363.0,1.0364,483.0,,manual check is complete and discount application is confirmed.,117.28,65.36,,0,AUTO_PASS
50,2023-01-05,396,1.64,0.9382,151.0,1.0064,482.0,98.36,manual check is complete and discount application is confirmed.,117.34,65.33,,0,AUTO_PASS
51,2023-01-05,574,20.9,1.0792,356.0,0.9762,651.0,79.1,manual check is complete and discount application is confirmed.,117.4,65.3,,0,AUTO_PASS
52,2023-01-05,647,18.69,0.9665,268.0,1.0145,519.0,81.31,shift handover is complete and stock information is consistent.,117.46,65.27,,0,AUTO_PASS
53,2023-01-05,519,28.24,0.9553,293.0,0.9891,551.0,71.76,manual check is complete and discount application is confirmed.,117.52,65.24,,0,AUTO_PASS
54,2023-01-05,269,39.1,0.9792,300.0,0.9869,403.0,60.9,manual check is complete and discount application is confirmed.,117.58,65.21,,0,AUTO_PASS
55,2023-01-05,625,35.4,0.9725,294.0,0.9781,606.0,64.6,manual check is complete and discount application is confirmed.,117.64,65.18,,0,AUTO_PASS
56,2023-01-05,418,11.85,0.8591,255.0,1.0012,439.0,88.15,manual check is complete and discount application is confirmed.,117.7,65.15,,0,AUTO_PASS
57,2023-01-05,357,20.98,0.9126,267.0,0.9995,487.0,79.02,inventory update is complete and promotion status is approved.,117.76,65.12,,0,AUTO_PASS
58,2023-01-05,505,14.73,1.1419,359.0,0.9755,756.0,85.27,shift handover is complete and stock information is consistent.,117.82,65.09,,0,AUTO_PASS
59,2023-01-05,525,1.29,0.9547,142.0,0.9878,542.0,98.71,shift handover is complete and stock information is consistent.,117.88,65.06,,0,AUTO_PASS
60,2023-01-05,531,4.71,0.9968,239.0,0.9724,417.0,95.29,shift handover are complete and stock infromation is consistent.,117.94,65.03,,0,AUTO_PASS
1,2023-01-06,608,12.61,1.1619,244.0,1.008,571.0,87.39,shift handover is complete and stock information is consistent.,118.0,65.0,,0,AUTO_PASS
2,2023-01-06,359,14.52,0.9329,263.0,1.0057,680.0,85.48,manual check is complete and discount application is confirmed.,118.06,64.97,,0,AUTO_PASS
3,2023-01-06,401,143.0,1.1029,216.0,1.0182,488.0,-43.0,inventory update are complete and promotion status is aproved.,118.12,64.94,,0,AUTO_PASS
4,2023-01-06,429,21.6,0.89,226.0,0.9956,413.0,78.4,manual check is complete and discount application is confirmed.,118.18,64.91,,0,AUTO_PASS
5,2023-01-06,466,9.44,0.8204,152.0,1.0146,597.0,90.56,shift handover is complete and stock information is consistent.,118.24,64.88,,0,AUTO_PASS
6,2023-01-06,532,9.44,0.9434,202.0,0.9749,551.0,90.56,pricing verification was completed because store traffic is stable.,118.3,64.85,,0,AUTO_PASS
7,2023-01-06,515,13.55,1.0906,166.0,0.9872,592.0,86.45,inventory update is complete and promotion status is approved.,118.36,64.82,,0,AUTO_PASS
8,2023-01-06,655,28.8,0.9492,206.0,0.9977,493.0,71.2,manual check is complete and discount application is confirmed.,118.42,64.79,,0,AUTO_PASS
