property_id,gr_liv_area,lot_area,year_built,overall_qual,garage_area,total_bsmt_sf,ms_zoning,neighborhood,sale_price,gr_liv_area_m2,total_enclosed_area_sqft,total_enclosed_area_m2,inspection_note,has_premium_finish,premium_finish_note,property_taxonomy_flat,lot_area_reported,reported_max_loan,record_extract_month
141,1661.0,6783.0,1899,6,,1107.0,FV,NAmes,242771.0,154.3119,3348.0,311.0394,property inspection is complete and garage area is measured.,0,,FV>NAmes,6783.0,218494.0,2024-01
142,1694.0,13417.0,1948,7,606.0,1085.0,RH,NridgHt,243644.0,157.3777,3385.0,314.4768,sale condition was reviewed and valuation status is approved.,0,,RH>NridgHt,1246.48,219280.0,2024-01
143,1262.0,9147.0,1964,9,0.0,1022.0,RL,CollgCr,259544.0,117.2436,2284.0,212.1905,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>CollgCr,9147.0,233590.0,2024-01
144,1097.0,6167.0,2000,7,677.0,997.0,RH,OldTown,249314.0,101.9146,2771.0,257.4343,property inspection are complete and garage area is measured.,0,,RH>OldTown,6167.0,224383.0,2024-01
145,1051.0,11664.0,1934,5,246.0,1253.0,RL,Edwards,163414.0,97.6411,2550.0,236.9028,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,11664.0,147073.0,2024-01
146,882.0,19744.0,1988,9,452.0,1038.0,RH,Edwards,207461.0,81.9405,2372.0,220.366,sale condition was reviewed and valuation status is approved.,1,verified,RH>Edwards,19744.0,186715.0,2024-01
147,821.0,12563.0,1910,5,799.0,1253.0,RL,Somerst,181594.0,76.2734,2873.0,266.9104,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Somerst,1167.14,163435.0,2024-01
148,2291.0,,1986,6,637.0,1592.0,RL,Edwards,320342.0,212.8409,4520.0,419.9217,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Edwards,5991.0,288308.0,2024-01
149,1204.0,7883.0,2094,5,662.0,780.0,FV,Edwards,193867.0,111.8553,2646.0,245.8214,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,7883.0,174480.0,2024-01
150,1402.0,6884.0,1949,8,431.0,816.0,RH,Edwards,248217.0,130.2501,2649.0,246.1002,zoning verification is complete and neighborhood information is confirmed.,1,verified,RH>Edwards,639.54,223395.0,2024-01
151,1736.0,6317.0,1921,4,,920.0,RM,Somerst,221814.0,161.2797,3353.0,311.5039,lot area verification is complete because documents are available.,0,,RM>Somerst,6317.0,199633.0,2024-01
152,1344.0,10526.0,1958,4,302.0,1079.0,FV,Edwards,204820.0,124.8617,2725.0,253.1608,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,977.9,184338.0,2024-01
153,1507.0,8126.0,1903,7,370.0,1443.0,FV,Edwards,248296.0,140.0049,3320.0,308.4381,property inspection is complete and garage area is measured.,0,,FV>Edwards,754.93,223466.0,2024-01
154,995.0,16717.0,1905,5,,1457.0,FV,OldTown,198909.0,92.4385,2723.0,252.975,property inspection is complete and garage area is measured.,0,,FV>OldTown,16717.0,179018.0,2024-01
155,1503.0,8274.0,1995,8,269.0,876.0,FV,NridgHt,231811.0,139.6333,2648.0,246.0072,property inspection is complete and garage area is measured.,1,verified,FV>NridgHt,8274.0,208630.0,2024-01
156,1588.0,12303.0,1923,3,753.0,869.0,FV,NAmes,213674.0,147.53,3210.0,298.2188,lot area verification is complete because documents are available.,0,,FV>NAmes,12303.0,192307.0,2024-01
157,868.0,11851.0,1938,4,538.0,1326.0,FV,NAmes,187805.0,80.6398,2732.0,253.8111,lot area verification is complete because documents are available.,0,,FV>NAmes,11851.0,169024.0,2024-01
158,1352.0,14476.0,1934,5,578.0,250.0,RL,CollgCr,233832.0,125.6049,2180.0,202.5286,lot area verification is complete because documents are available.,0,,RL>CollgCr,14476.0,210449.0,2024-01
159,1402.0,8500.0,1988,5,699.0,783.0,RH,Edwards,273150.0,130.2501,2884.0,267.9324,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Edwards,8500.0,245835.0,2024-01
160,1697.0,5788.0,2007,8,951.0,793.0,RL,CollgCr,,157.6565,3441.0,319.6794,lot area verification is complete because documents are available.,1,verified,RL>CollgCr,5788.0,298461.0,2024-01
161,1116.0,8541.0,1930,5,196.0,272.0,FV,CollgCr,150292.0,103.6798,1584.0,147.1584,lot area verification is complete because documents are available.,0,,FV>CollgCr,8541.0,135263.0,2024-01
162,1060.0,13019.0,1952,6,201.0,1463.0,RH,Somerst,208129.0,98.4772,2724.0,253.0679,lot area verification is complete because documents are available.,0,,RH>Somerst,13019.0,187316.0,2024-01
163,2280.0,9722.0,1890,3,,739.0,FV,Somerst,276080.0,211.8189,3384.0,314.3839,sale condition was reviewed and valuation status is approved.,0,,FV>Somerst,9722.0,248472.0,2024-01
164,1961.0,8252.0,1988,9,607.0,1363.0,RM,NridgHt,,182.1829,3931.0,365.2019,lot area verification is complete because documents are available.,1,verified,RM>NridgHt,766.64,285331.0,2024-01
165,2245.0,14347.0,1942,5,332.0,918.0,RM,Somerst,318342.0,208.5673,3495.0,324.6961,sale condition was reviewed and valuation status is approved.,0,,RM>Somerst,14347.0,286508.0,2024-01
166,1891.0,12264.0,1912,6,1054.0,974.0,FV,NAmes,255601.0,175.6796,3919.0,364.087,lot area verification is complete because documents are available.,0,,FV>NAmes,12264.0,230041.0,2024-01
167,1455.0,2000.0,1890,4,,708.0,FV,NAmes,213246.0,135.1739,2711.0,251.8601,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NAmes,2000.0,191921.0,2024-01
168,1991.0,7889.0,1917,4,,600.0,RM,CollgCr,291173.0,184.97,3061.0,284.3762,sale condition was reviewed and valuation status is approved.,0,,RM>CollgCr,7889.0,262056.0,2024-01
169,1435.0,16131.0,1987,6,389.0,875.0,RH,NAmes,245236.0,133.3159,2699.0,250.7453,sale condition was reviewed and valuation status is approved.,0,,RH>NAmes,16131.0,220712.0,2024-01
170,1402.0,11259.0,1931,3,488.0,977.0,RH,NAmes,232242.0,130.2501,2867.0,266.353,lot area verification is complete because documents are available.,0,,RH>NAmes,11259.0,209018.0,2024-01
171,1853.0,11456.0,1928,5,520.0,1236.0,FV,NridgHt,243284.0,172.1493,3609.0,335.2871,lot area verification is complete because documents are available.,0,,FV>NridgHt,11456.0,218956.0,2024-01
172,1633.0,4441.0,1955,8,435.0,758.0,RL,OldTown,266548.0,151.7107,2826.0,262.544,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>OldTown,4441.0,239893.0,2024-01
173,1674.0,,1952,6,502.0,1144.0,RL,NAmes,238398.0,155.5197,3320.0,308.4381,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,1241.46,214558.0,2024-01
174,1973.0,11718.0,1895,9,801.0,673.0,RH,Edwards,,183.2977,3447.0,320.2368,sale condition was reviewed and valuation status is approved.,1,verified,RH>Edwards,11718.0,272889.0,2024-01
175,1358.0,,1947,3,355.0,530.0,RL,CollgCr,201857.0,126.1623,2243.0,208.3815,sale condition was reviewed and valuation status is approved.,0,,RL>CollgCr,10034.0,181671.0,2024-01
176,1173.0,8127.0,1896,9,620.0,1020.0,RH,Edwards,234550.0,108.9753,2813.0,261.3363,property inspection is complete and garage area is measured.,1,verified,RH>Edwards,8127.0,211095.0,2024-01
177,1102.0,12406.0,1915,9,498.0,1556.0,RL,Edwards,227128.0,102.3792,3156.0,293.202,property inspection is complete and garage area is measured.,1,verified,RL>Edwards,1152.55,204415.0,2024-01
178,1561.0,7050.0,2009,2,190.0,1194.0,RL,NridgHt,221587.0,145.0216,2945.0,273.5995,property inspection is complete and garage area is measured.,0,,RL>NridgHt,654.97,199428.0,2024-01
179,1449.0,11717.0,2004,9,395.0,646.0,RH,CollgCr,260912.0,134.6165,2490.0,231.3286,sale condition was reviewed and valuation status is approved.,1,verified,RH>CollgCr,11717.0,234821.0,2024-01
180,1840.0,,1971,9,295.0,938.0,FV,NridgHt,312223.0,170.9416,3073.0,285.491,lot area verification is complete because documents are available.,1,verified,FV>NridgHt,7915.0,281001.0,2024-01
181,1633.0,8044.0,1985,7,539.0,1115.0,RH,OldTown,253470.0,151.7107,3287.0,305.3723,lot area verification are complete because documments are available.,0,,RH>OldTown,8044.0,228123.0,2024-01
182,1630.0,6970.0,1897,6,,699.0,RL,NridgHt,227779.0,151.432,2886.0,268.1182,sale condition was reviewed and valuation status is approved.,0,,RL>NridgHt,6970.0,205001.0,2024-01
183,950.0,14151.0,1988,3,559.0,1027.0,RL,OldTown,168385.0,88.2579,2536.0,235.6021,sale condition was reviewed and valuation status is approved.,0,,RL>OldTown,14151.0,151546.0,2024-01
184,1900.0,12939.0,1963,5,496.0,337.0,RH,Edwards,282945.0,176.5158,2733.0,253.904,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Edwards,12939.0,254650.0,2024-01
185,1298.0,14093.0,1901,8,431.0,48.0,FV,CollgCr,254559.0,120.5881,1777.0,165.0887,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>CollgCr,1309.28,229103.0,2024-01
186,1861.0,12143.0,1916,8,,679.0,RM,NridgHt,292339.0,172.8926,2918.0,271.0911,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>NridgHt,12143.0,263105.0,2024-01
187,1566.0,11502.0,1903,5,,1028.0,RM,CollgCr,245826.0,145.4862,3164.0,293.9452,zoning verification is complete and neighborhood information is confirmed.,0,,RM>CollgCr,11502.0,221243.0,2024-01
188,1468.0,17358.0,1910,5,,1456.0,RH,NAmes,206227.0,136.3817,3675.0,341.4187,property inspection is complete and garage area is measured.,0,,RH>NAmes,17358.0,185604.0,2024-01
189,1677.0,9453.0,1908,5,592.0,279.0,RM,Edwards,257441.0,155.7984,2548.0,236.7169,property inspection is complete and garage area is measured.,0,,RM>Edwards,9453.0,231697.0,2024-01
190,1677.0,17317.0,1903,3,511.0,1142.0,RM,OldTown,256270.0,155.7984,3330.0,309.3671,property inspection is complete and garage area is measured.,0,,RM>OldTown,17317.0,230643.0,2024-01
191,1684.0,16159.0,1975,4,616.0,807.0,FV,Somerst,271128.0,156.4487,3107.0,288.6497,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Somerst,16159.0,244015.0,2024-01
192,1177.0,15268.0,1959,7,317.0,936.0,RH,NridgHt,215364.0,109.3469,2430.0,225.7544,lot area verification is complete because documents are available.,0,,RH>NridgHt,1418.44,193828.0,2024-01
193,1253.0,14231.0,1966,2,594.0,782.0,RH,NAmes,164226.0,116.4075,2629.0,244.2421,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NAmes,14231.0,147803.0,2024-01
194,1729.0,18116.0,1976,4,406.0,497.0,RL,CollgCr,246959.0,160.6294,2632.0,244.5208,zoning verification is complete and neighborhood information is confirmed.,0,,RL>CollgCr,18116.0,222263.0,2024-01
195,2105.0,11947.0,1947,3,351.0,607.0,RL,CollgCr,233950.0,195.5609,3063.0,284.562,sale condition was reviewed and valuation status is approved.,0,,RL>CollgCr,1109.91,210555.0,2024-01
196,1272.0,9171.0,1977,2,197.0,751.0,RL,Edwards,204778.0,118.1727,2220.0,206.2447,property inspection is complete and garage area is measured.,0,,RL>Edwards,9171.0,184300.0,2024-01
197,2145.0,9131.0,1987,2,676.0,777.0,RL,NridgHt,291677.0,199.277,3598.0,334.2651,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NridgHt,9131.0,262509.0,2024-01
198,1696.0,7100.0,1891,4,,1295.0,FV,Somerst,240979.0,157.5636,3432.0,318.8432,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Somerst,7100.0,216881.0,2024-01
199,1622.0,15624.0,1974,3,530.0,866.0,RM,NAmes,212673.0,150.6887,3018.0,280.3814,lot area verification is complete because documents are available.,0,,RM>NAmes,15624.0,191406.0,2024-01
200,1868.0,14913.0,1996,6,591.0,1235.0,FV,Somerst,269327.0,173.5429,3694.0,343.1838,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Somerst,14913.0,242394.0,2024-01
201,1502.0,13612.0,1956,5,431.0,1424.0,RH,NridgHt,249941.0,139.5404,3357.0,311.8755,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NridgHt,13612.0,224947.0,2024-01
202,1116.0,,1957,8,414.0,363.0,FV,NAmes,215375.0,103.6798,1893.0,175.8655,property inspection is complete and garage area is measured.,1,verified,FV>NAmes,6637.0,193838.0,2024-01
203,1683.0,14771.0,1985,3,505.0,750.0,RM,Edwards,,156.3558,2938.0,272.9491,sale condition was reviewed and valuation status is approved.,0,,RM>Edwards,14771.0,248699.0,2024-01
204,1577.0,9285.0,1944,2,380.0,722.0,RH,NAmes,211790.0,146.5081,2679.0,248.8872,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NAmes,9285.0,190611.0,2024-01
205,1171.0,7264.0,2003,2,331.0,798.0,FV,Edwards,146753.0,108.7895,2300.0,213.677,property inspection are complete and garage area is measured.,0,,FV>Edwards,7264.0,132078.0,2024-01
206,1241.0,19002.0,1978,4,697.0,811.0,RH,OldTown,213114.0,115.2927,2749.0,255.3905,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,19002.0,191803.0,2024-01
207,2010.0,8320.0,1920,3,,810.0,FV,CollgCr,264500.0,186.7351,3205.0,297.7542,property inspection is complete and garage area is measured.,0,,FV>CollgCr,8320.0,238050.0,2024-01
208,1193.0,10974.0,1949,8,289.0,1472.0,RH,NAmes,215445.0,110.8333,2954.0,274.4356,sale condition was reviewed and valuation status is approved.,1,verified,RH>NAmes,10974.0,193900.0,2024-01
209,1741.0,6318.0,1971,8,696.0,1127.0,FV,Edwards,,161.7442,3564.0,331.1064,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Edwards,6318.0,272416.0,2024-01
210,2007.0,11275.0,2006,7,423.0,1114.0,FV,OldTown,,186.4564,3544.0,329.2484,zoning verification is complete and neighborhood information is confirmed.,0,,FV>OldTown,1047.48,284751.0,2024-01
211,1887.0,13412.0,1950,4,119.0,1598.0,RL,NAmes,255684.0,175.308,3604.0,334.8226,sale condition was reviewed and valuation status is approved.,0,,RL>NAmes,13412.0,230116.0,2024-01
212,1301.0,15768.0,1954,7,367.0,170.0,RH,CollgCr,226812.0,120.8669,1838.0,170.7558,zoning verification is complete and neighborhood information is confirmed.,0,,RH>CollgCr,15768.0,204131.0,2024-01
213,1271.0,8005.0,1905,6,477.0,1067.0,RM,Edwards,226754.0,118.0798,2815.0,261.5221,sale condition was reviewed and valuation status is approved.,0,,RM>Edwards,8005.0,204079.0,2024-01
214,1252.0,11895.0,1924,2,680.0,627.0,RM,NridgHt,181517.0,116.3146,2559.0,237.7389,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,1105.08,163365.0,2024-01
215,1922.0,7336.0,1969,6,362.0,790.0,RH,Somerst,280276.0,178.5596,3074.0,285.5839,sale condition was reviewed and valuation status is approved.,0,,RH>Somerst,7336.0,252248.0,2024-01
216,2048.0,9953.0,1967,3,347.0,908.0,RL,NridgHt,276026.0,190.2654,3303.0,306.8587,sale condition was reviewed and valuation status is approved.,0,,RL>NridgHt,9953.0,248423.0,2024-01
217,1773.0,13301.0,1949,4,662.0,561.0,RH,Edwards,239793.0,164.7171,2996.0,278.3375,property inspection is complete and garage area is measured.,0,,RH>Edwards,13301.0,215814.0,2024-01
218,1925.0,5155.0,1899,9,,542.0,FV,NridgHt,319391.0,178.8384,2833.0,263.1943,property inspection is complete and garage area is measured.,1,verified,FV>NridgHt,5155.0,287452.0,2024-01
219,1466.0,,1915,7,325.0,1012.0,RM,OldTown,242701.0,136.1959,2803.0,260.4072,lot area verification is complete because documents are available.,0,,RM>OldTown,13643.0,218431.0,2024-01
220,1811.0,4855.0,1926,4,204.0,1189.0,FV,OldTown,231614.0,168.2474,3204.0,297.6613,zoning verification is complete and neighborhood information is confirmed.,0,,FV>OldTown,4855.0,208453.0,2024-01
221,1582.0,11429.0,1993,2,295.0,529.0,RH,CollgCr,251139.0,146.9726,2406.0,223.5247,property inspection is complete and garage area is measured.,0,,RH>CollgCr,11429.0,226025.0,2024-01
222,1618.0,10024.0,1932,2,656.0,375.0,RH,Edwards,230480.0,150.3171,2649.0,246.1002,lot area verification is complete because documents are available.,0,,RH>Edwards,10024.0,207432.0,2024-01
223,1730.0,8913.0,2073,7,414.0,336.0,RM,NAmes,224028.0,160.7223,2480.0,230.3995,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NAmes,8913.0,201625.0,2024-01
224,632.0,9692.0,1905,9,459.0,1077.0,RM,OldTown,187324.0,58.7147,2168.0,201.4138,property inspection is complete and garage area is measured.,1,verified,RM>OldTown,9692.0,168592.0,2024-01
225,1187.0,14953.0,1948,6,685.0,839.0,RM,OldTown,212106.0,110.2759,2711.0,251.8601,property inspection is complete and garage area is measured.,0,,RM>OldTown,1389.18,190895.0,2024-01
226,1667.0,6990.0,1982,2,400.0,1098.0,FV,OldTown,206095.0,154.8694,3165.0,294.0381,lot area verification is complete because documents are available.,0,,FV>OldTown,6990.0,185486.0,2024-01
227,1160.0,,1921,9,,1689.0,RL,OldTown,231545.0,107.7675,3113.0,289.2072,property inspection is complete and garage area is measured.,1,verified,RL>OldTown,785.03,208390.0,2024-01
228,1758.0,19056.0,1935,8,728.0,405.0,RL,CollgCr,271201.0,163.3235,2891.0,268.5827,sale condition was reviewed and valuation status is approved.,1,verified,RL>CollgCr,19056.0,244081.0,2024-01
229,2103.0,13949.0,1987,7,291.0,1295.0,RH,OldTown,302398.0,195.3751,3689.0,342.7193,lot area verification is complete because documents are available.,0,,RH>OldTown,13949.0,272158.0,2024-01
230,1927.0,,1953,4,700.0,1203.0,RH,NridgHt,242253.0,179.0242,3830.0,355.8186,lot area verification is complete because documents are available.,0,,RH>NridgHt,1105.36,218028.0,2024-01
231,841.0,14560.0,1947,2,326.0,1124.0,RL,Edwards,135052.0,78.1315,2291.0,212.8409,property inspection is complete and garage area is measured.,0,,RL>Edwards,14560.0,121547.0,2024-01
232,1273.0,10523.0,1912,9,,926.0,FV,Somerst,216046.0,118.2656,2642.0,245.4498,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Somerst,977.62,194441.0,2024-01
233,1819.0,11160.0,1919,7,,641.0,RH,Edwards,,168.9906,2949.0,273.9711,property inspection are complete and garage area is measured.,0,,RH>Edwards,1036.8,262206.0,2024-01
234,1454.0,7111.0,1974,8,196.0,743.0,RH,NridgHt,211060.0,135.081,2393.0,222.317,zoning verification is complete and neighborhood information is confirmed.,1,verified,RH>NridgHt,7111.0,189954.0,2024-01
235,2062.0,13541.0,1904,9,,311.0,RM,Somerst,333880.0,191.5661,2757.0,256.1337,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>Somerst,13541.0,300492.0,2024-01
236,1160.0,8197.0,2007,7,473.0,669.0,RH,NAmes,207582.0,107.7675,2302.0,213.8628,lot area verification is complete because documents are available.,0,,RH>NAmes,761.53,186824.0,2024-01
237,1378.0,16437.0,1907,7,302.0,820.0,FV,Somerst,226421.0,128.0204,2500.0,232.2576,lot area verification is complete because documents are available.,0,,FV>Somerst,16437.0,203779.0,2024-01
238,1500.0,8059.0,1923,2,480.0,704.0,RL,CollgCr,199430.0,139.3546,2684.0,249.3518,zoning verification is complete and neighborhood information is confirmed.,0,,RL>CollgCr,8059.0,179487.0,2024-01
239,1741.0,11401.0,1944,7,429.0,1247.0,RH,Edwards,263338.0,161.7442,3417.0,317.4497,property inspection is complete and garage area is measured.,0,,RH>Edwards,11401.0,237004.0,2024-01
240,1001.0,6136.0,1974,4,322.0,1090.0,RL,NridgHt,174602.0,92.9959,2413.0,224.175,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NridgHt,6136.0,157142.0,2024-01
